Classe correta     Classe Algoritmo
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
0                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
1                             -1
Quantidade de exemplos da classe 0  698
Quantidade de acertos em relação à classe 0   0
Quantidade de exemplos da classe 1  670
Quantidade de acertos em relação à classe 1   0
